299,0.077|0.081|0.017|0.107|0.043|0.089|0.053|0.064|0.03|0.393|0.107|0.045|0.667|0.018|0.21|0.036|0.045|0.27|0.032|0.025|0.033|0.044|0.021|0.071|0.286|0.904|0.304|0.023|0.07|0.093|0.03|0.123|0.012|0.013,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
300,0.068|0.104|0.024|0.042|0.903|0.07|0.065|0.241|0.032|0.154|0.579|0.161|0.707|0.021|0.192|0.037|0.046|0.086|0.014|0.247|0.028|0.01|0.025|0.039|0.185|0.076|0.226|0.027|0.105|0.078|0.026|0.097|0.03|0.014,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
301,0.078|0.187|0.03|0.047|0.097|0.196|0.035|0.058|0.074|0.237|0.076|0.045|0.46|0.03|0.121|0.194|0.04|0.098|0.027|0.149|0.025|0.014|0.027|0.025|0.101|0.03|0.164|0.037|0.085|0.099|0.037|0.103|0.036|0.012,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
302,0.11|0.279|0.016|0.077|0.179|0.87|0.033|0.26|0.044|0.15|0.074|0.036|0.724|0.125|0.285|0.08|0.054|0.123|0.095|0.975|0.078|0.564|0.038|0.203|0.232|0.542|0.062|0.03|0.073|0.092|0.023|0.174|0.377|0.009,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
303,0.47|0.158|0.031|0.047|0.027|0.106|0.037|0.111|0.1|0.156|0.137|0.02|0.27|0.045|0.19|0.202|0.075|0.086|0.045|0.013|0.09|0.019|0.033|0.046|0.143|0.035|0.035|0.074|0.108|0.22|0.097|0.15|0.028|0.997,1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
304,0.186|0.155|0.039|0.049|0.045|0.059|0.062|0.066|0.204|0.22|0.064|0.022|0.629|0.026|0.776|0.207|0.056|0.113|0.012|0.049|0.032|0.019|0.025|0.026|0.112|0.028|0.095|0.047|0.238|0.125|0.06|0.081|0.031|0.019,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
305,0.094|0.09|0.037|0.049|0.03|0.066|0.024|0.062|0.103|0.118|0.044|0.025|0.152|0.021|0.151|0.029|0.05|0.088|0.009|0.019|0.039|0.013|0.031|0.05|0.132|0.03|0.052|0.042|0.056|0.101|0.03|0.039|0.015|0.021,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
306,0.063|0.129|0.021|0.089|0.031|0.061|0.115|0.231|0.035|0.193|0.22|0.04|0.357|0.066|0.313|0.032|0.056|0.065|0.051|0.035|0.016|0.014|0.032|0.021|0.447|0.043|0.246|0.017|0.258|0.068|0.012|0.196|0.02|0.01,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
307,0.076|0.075|0.016|0.262|0.037|0.047|0.222|0.072|0.028|0.185|0.072|0.05|0.414|0.009|0.184|0.033|0.046|0.062|0.083|0.015|0.015|0.013|0.207|0.027|0.588|0.069|0.389|0.015|0.13|0.075|0.02|0.121|0.015|0.009,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
308,0.06|0.086|0.017|0.048|0.042|0.104|0.054|0.068|0.077|0.132|0.185|0.035|0.346|0.055|0.416|0.049|0.039|0.08|0.037|0.012|0.016|0.011|0.023|0.024|0.252|0.025|0.134|0.02|0.256|0.063|0.008|0.134|0.021|0.009,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
309,0.277|0.13|0.029|0.125|0.032|0.102|0.069|0.071|0.045|0.234|0.063|0.088|0.645|0.014|0.472|0.09|0.05|0.069|0.018|0.019|0.023|0.012|0.032|0.025|0.185|0.041|0.331|0.049|0.118|0.125|0.038|0.12|0.028|0.062,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
310,0.109|0.137|0.054|0.056|0.025|0.069|0.037|0.028|0.31|0.145|0.04|0.012|0.115|0.028|0.892|0.118|0.05|0.088|0.014|0.011|0.051|0.028|0.038|0.036|0.088|0.049|0.025|0.067|0.074|0.187|0.032|0.054|0.013|0.019,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
311,0.098|0.12|0.042|0.037|0.022|0.113|0.025|0.039|0.058|0.132|0.27|0.021|0.118|0.02|0.197|0.016|0.035|0.032|0.01|0.012|0.086|0.016|0.028|0.01|0.188|0.053|0.015|0.058|0.025|0.1|0.025|0.14|0.005|0.023,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
312,0.073|0.169|0.048|0.03|0.059|0.055|0.021|0.052|0.441|0.163|0.054|0.024|0.378|0.038|0.63|0.032|0.028|0.061|0.012|0.007|0.04|0.015|0.038|0.023|0.218|0.026|0.102|0.037|0.052|0.118|0.033|0.044|0.016|0.023,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
313,0.112|0.211|0.935|0.038|0.039|0.046|0.037|0.114|0.074|0.171|0.035|0.019|0.185|0.692|0.467|0.067|0.043|0.186|0.23|0.014|0.032|0.073|0.211|0.019|0.088|0.025|0.046|0.046|0.067|0.192|0.035|0.065|0.026|0.021,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
314,0.074|0.106|0.024|0.055|0.058|0.082|0.067|0.147|0.048|0.445|0.045|0.034|0.451|0.314|0.692|0.039|0.045|0.09|0.046|0.081|0.019|0.047|0.046|0.078|0.14|0.066|0.184|0.018|0.061|0.148|0.022|0.124|0.031|0.044,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
315,0.918|0.143|0.027|0.086|0.01|0.109|0.044|0.023|0.076|0.132|0.092|0.009|0.103|0.016|0.368|0.164|0.159|0.178|0.044|0.018|0.033|0.021|0.028|0.073|0.075|0.036|0.024|0.077|0.09|0.228|0.043|0.205|0.026|0.019,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
316,0.841|0.89|0.027|0.475|0.026|0.047|0.033|0.182|0.062|0.13|0.032|0.018|0.191|0.013|0.206|0.231|0.867|0.1|0.009|0.11|0.034|0.13|0.035|0.037|0.088|0.298|0.029|0.994|0.848|0.934|0.104|0.225|0.054|0.017,1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
317,0.214|0.499|0.067|0.051|0.034|0.037|0.04|0.294|0.542|0.129|0.041|0.014|0.144|0.413|0.926|0.079|0.081|0.248|0.019|0.023|0.027|0.039|0.04|0.026|0.084|0.031|0.049|0.075|0.197|0.667|0.048|0.102|0.036|0.018,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0
318,0.416|0.318|0.017|0.237|0.224|0.201|0.079|0.762|0.203|0.358|0.838|0.053|0.913|0.062|0.147|0.334|0.099|0.212|0.014|0.326|0.106|0.099|0.038|0.127|0.575|0.06|0.476|0.054|0.362|0.315|0.086|0.664|0.286|0.021,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
319,0.106|0.176|0.03|0.074|0.147|0.176|0.062|0.202|0.116|0.136|0.862|0.033|0.626|0.019|0.129|0.066|0.045|0.067|0.026|0.012|0.097|0.012|0.032|0.053|0.767|0.049|0.082|0.026|0.134|0.102|0.032|0.885|0.03|0.011,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
320,0.127|0.155|0.036|0.058|0.051|0.113|0.074|0.083|0.131|0.146|0.198|0.056|0.281|0.046|0.249|0.036|0.082|0.058|0.021|0.027|0.063|0.023|0.039|0.046|0.237|0.071|0.096|0.084|0.07|0.132|0.042|0.109|0.023|0.024,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
321,0.081|0.091|0.018|0.048|0.031|0.114|0.035|0.069|0.098|0.552|0.059|0.153|0.434|0.017|0.089|0.041|0.024|0.114|0.017|0.032|0.016|0.004|0.046|0.019|0.122|0.069|0.296|0.014|0.049|0.062|0.018|0.121|0.016|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
322,0.22|0.121|0.022|0.058|0.154|0.148|0.061|0.111|0.592|0.274|0.358|0.053|0.738|0.021|0.152|0.108|0.064|0.085|0.019|0.03|0.044|0.016|0.026|0.088|0.628|0.088|0.111|0.046|0.137|0.134|0.06|0.428|0.048|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
324,0.07|0.101|0.018|0.063|0.058|0.053|0.025|0.076|0.108|0.293|0.039|0.033|0.446|0.018|0.594|0.05|0.03|0.134|0.015|0.014|0.021|0.007|0.021|0.046|0.124|0.068|0.483|0.024|0.074|0.102|0.036|0.083|0.02|0.015,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
325,0.157|0.245|0.03|0.041|0.025|0.051|0.027|0.152|0.941|0.355|0.053|0.019|0.112|0.016|0.165|0.088|0.081|0.049|0.015|0.016|0.083|0.021|0.023|0.102|0.148|0.052|0.022|0.118|0.126|0.159|0.037|0.049|0.019|0.024,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
326,0.103|0.065|0.016|0.367|0.087|0.113|0.029|0.203|0.046|0.192|0.039|0.072|0.55|0.033|0.658|0.046|0.055|0.082|0.01|0.657|0.019|0.028|0.029|0.046|0.103|0.05|0.522|0.016|0.065|0.086|0.027|0.145|0.081|0.056,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
327,0.517|0.242|0.241|0.319|0.033|0.078|0.027|0.04|0.182|0.17|0.034|0.023|0.109|0.02|0.142|0.1|0.609|0.358|0.109|0.007|0.044|0.014|0.111|0.084|0.125|0.039|0.046|0.522|0.051|0.385|0.279|0.055|0.017|0.016,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0
328,0.325|0.195|0.021|0.13|0.016|0.832|0.05|0.086|0.232|0.134|0.05|0.015|0.225|0.023|0.168|0.187|0.056|0.061|0.027|0.018|0.976|0.034|0.021|0.224|0.12|0.068|0.037|0.093|0.26|0.712|0.058|0.101|0.021|0.023,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
329,0.452|0.661|0.031|0.164|0.02|0.033|0.032|0.072|0.046|0.148|0.054|0.014|0.242|0.011|0.264|0.236|0.346|0.063|0.011|0.061|0.028|0.015|0.035|0.026|0.077|0.053|0.083|0.944|0.943|0.731|0.054|0.118|0.051|0.012,1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
330,0.115|0.116|0.037|0.032|0.033|0.234|0.023|0.065|0.071|0.146|0.137|0.021|0.096|0.028|0.18|0.067|0.032|0.063|0.014|0.018|0.932|0.013|0.027|0.032|0.19|0.029|0.043|0.09|0.075|0.318|0.031|0.049|0.021|0.02,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
331,0.07|0.122|0.03|0.033|0.137|0.089|0.039|0.071|0.048|0.225|0.07|0.074|0.297|0.015|0.438|0.062|0.052|0.124|0.023|0.068|0.035|0.011|0.04|0.019|0.622|0.08|0.263|0.035|0.092|0.132|0.042|0.118|0.013|0.014,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
332,0.148|0.13|0.031|0.067|0.044|0.093|0.032|0.185|0.051|0.113|0.038|0.017|0.092|0.015|0.2|0.061|0.066|0.058|0.007|0.012|0.584|0.019|0.033|0.088|0.211|0.059|0.039|0.442|0.063|0.496|0.034|0.098|0.019|0.03,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
333,0.179|0.283|0.021|0.063|0.042|0.096|0.443|0.43|0.989|0.227|0.072|0.021|0.167|0.012|0.23|0.137|0.055|0.062|0.007|0.024|0.03|0.052|0.032|0.054|0.099|0.035|0.076|0.046|0.174|0.171|0.048|0.104|0.035|0.014,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
334,0.164|0.12|0.019|0.091|0.045|0.065|0.028|0.204|0.072|0.144|0.035|0.081|0.322|0.017|0.143|0.029|0.144|0.069|0.016|0.02|0.02|0.022|0.031|0.038|0.155|0.05|0.073|0.027|0.091|0.159|0.028|0.095|0.018|0.01,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
335,0.231|0.114|0.025|0.046|0.076|0.081|0.322|0.118|0.037|0.178|0.694|0.028|0.455|0.015|0.328|0.04|0.026|0.07|0.009|0.065|0.021|0.013|0.021|0.019|0.202|0.023|0.039|0.072|0.203|0.056|0.028|0.29|0.024|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
336,0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
337,0.066|0.088|0.018|0.044|0.072|0.104|0.054|0.157|0.066|0.719|0.041|0.042|0.798|0.024|0.589|0.027|0.03|0.202|0.014|0.011|0.036|0.006|0.033|0.033|0.225|0.055|0.497|0.015|0.074|0.094|0.021|0.109|0.018|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
338,0.812|0.176|0.033|0.118|0.081|0.211|0.068|0.043|0.079|0.183|0.234|0.02|0.24|0.021|0.252|0.141|0.985|0.077|0.009|0.02|0.065|0.024|0.037|0.035|0.192|0.041|0.026|0.836|0.135|0.796|0.081|0.359|0.036|0.018,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
339,0.164|0.212|0.03|0.077|0.069|0.053|0.053|0.113|0.387|0.123|0.03|0.015|0.221|0.492|0.865|0.042|0.056|0.957|0.062|0.027|0.025|0.016|0.044|0.019|0.074|0.026|0.062|0.03|0.081|0.209|0.035|0.169|0.048|0.011,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
340,0.211|0.361|0.027|0.075|0.076|0.058|0.025|0.095|0.051|0.505|0.041|0.017|0.809|0.048|0.584|0.28|0.05|0.112|0.012|0.146|0.049|0.031|0.041|0.044|0.164|0.07|0.125|0.04|0.088|0.258|0.041|0.083|0.865|0.028,0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
341,0.071|0.097|0.019|0.042|0.043|0.085|0.151|0.058|0.111|0.497|0.057|0.074|0.597|0.018|0.458|0.055|0.042|0.081|0.044|0.019|0.026|0.013|0.051|0.019|0.2|0.054|0.257|0.032|0.11|0.125|0.029|0.096|0.022|0.18,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
342,0.05|0.081|0.025|0.041|0.071|0.227|0.03|0.125|0.652|0.679|0.055|0.025|0.58|0.024|0.403|0.042|0.035|0.311|0.146|0.011|0.032|0.006|0.095|0.028|0.188|0.026|0.43|0.028|0.064|0.086|0.025|0.085|0.014|0.012,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
343,0.097|0.146|0.051|0.03|0.034|0.046|0.037|0.047|0.083|0.266|0.04|0.017|0.261|0.087|0.698|0.038|0.029|0.617|0.084|0.012|0.054|0.019|0.04|0.034|0.091|0.024|0.033|0.055|0.252|0.139|0.031|0.049|0.024|0.023,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
344,0.337|0.231|0.089|0.054|0.028|0.056|0.063|0.336|0.991|0.135|0.242|0.019|0.154|0.019|0.28|0.123|0.066|0.062|0.009|0.017|0.051|0.044|0.026|0.073|0.146|0.044|0.036|0.055|0.203|0.19|0.039|0.098|0.033|0.024,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
345,0.067|0.202|0.026|0.235|0.062|0.072|0.028|0.198|0.234|0.201|0.04|0.037|0.252|0.036|0.195|0.036|0.043|0.146|0.032|0.013|0.038|0.011|0.256|0.033|0.106|0.042|0.167|0.026|0.079|0.1|0.024|0.077|0.019|0.018,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
346,0.097|0.15|0.026|0.043|0.077|0.095|0.042|0.104|0.058|0.268|0.062|0.074|0.501|0.022|0.238|0.029|0.043|0.18|0.014|0.22|0.036|0.021|0.487|0.044|0.113|0.049|0.137|0.047|0.072|0.097|0.035|0.083|0.032|0.036,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
347,0.092|0.125|0.023|0.047|0.038|0.082|0.074|0.082|0.056|0.137|0.067|0.023|0.357|0.076|0.103|0.039|0.112|0.066|0.014|0.016|0.041|0.023|0.028|0.195|0.457|0.05|0.09|0.041|0.061|0.141|0.023|0.215|0.023|0.011,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
348,0.081|0.107|0.035|0.052|0.06|0.093|0.025|0.355|0.481|0.188|0.242|0.035|0.365|0.025|0.115|0.032|0.046|0.092|0.016|0.031|0.033|0.012|0.039|0.048|0.097|0.062|0.079|0.026|0.056|0.083|0.021|0.077|0.015|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
349,0.975|0.651|0.018|0.065|0.068|0.037|0.194|0.069|0.041|0.157|0.201|0.017|0.467|0.027|0.351|0.318|0.04|0.249|0.046|0.044|0.021|0.068|0.027|0.066|0.108|0.041|0.065|0.038|0.539|0.196|0.022|0.91|0.317|0.034,1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
350,0.191|0.238|0.02|0.038|0.063|0.042|0.094|0.096|0.069|0.13|0.187|0.015|0.537|0.021|0.344|0.043|0.037|0.461|0.035|0.042|0.035|0.019|0.025|0.042|0.173|0.036|0.055|0.039|0.069|0.102|0.04|0.885|0.039|0.041,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
351,0.095|0.127|0.033|0.042|0.036|0.04|0.032|0.06|0.168|0.146|0.039|0.021|0.685|0.158|0.845|0.029|0.028|0.312|0.028|0.021|0.023|0.038|0.049|0.023|0.1|0.123|0.222|0.025|0.056|0.101|0.024|0.091|0.023|0.014,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
352,0.096|0.108|0.043|0.037|0.058|0.088|0.029|0.091|0.137|0.235|0.054|0.093|0.544|0.023|0.672|0.057|0.04|0.055|0.013|0.009|0.033|0.006|0.091|0.027|0.087|0.034|0.351|0.027|0.061|0.114|0.032|0.066|0.025|0.018,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
353,0.867|0.411|0.028|0.065|0.032|0.553|0.068|0.374|0.09|0.17|0.361|0.024|0.332|0.242|0.132|0.379|0.286|0.054|0.024|0.02|0.184|0.117|0.07|0.046|0.171|0.063|0.171|0.124|0.234|0.354|0.724|0.321|0.036|0.03,1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
354,0.132|0.13|0.034|0.03|0.146|0.134|0.046|0.066|0.111|0.15|0.053|0.057|0.318|0.026|0.188|0.127|0.044|0.072|0.014|0.153|0.058|0.02|0.025|0.035|0.182|0.054|0.1|0.039|0.077|0.127|0.041|0.069|0.033|0.021,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
355,0.708|0.365|0.325|0.021|0.063|0.031|0.04|0.127|0.511|0.155|0.108|0.023|0.102|0.085|0.87|0.053|0.081|0.245|0.018|0.02|0.063|0.016|0.074|0.032|0.115|0.048|0.046|0.141|0.564|0.604|0.104|0.04|0.037|0.049,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
356,0.669|0.711|0.019|0.216|0.224|0.112|0.053|0.61|0.657|0.35|0.059|0.032|0.872|0.094|0.313|0.327|0.083|0.538|0.012|0.924|0.078|0.087|0.039|0.188|0.164|0.063|0.417|0.06|0.286|0.587|0.047|0.343|0.715|0.037,0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
357,0.067|0.114|0.021|0.049|0.051|0.129|0.036|0.287|0.776|0.128|0.046|0.019|0.451|0.029|0.185|0.04|0.036|0.711|0.033|0.029|0.024|0.023|0.025|0.046|0.123|0.022|0.116|0.025|0.084|0.105|0.021|0.11|0.051|0.012,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
358,0.261|0.201|0.025|0.073|0.072|0.134|0.03|0.049|0.121|0.198|0.131|0.032|0.26|0.042|0.217|0.163|0.053|0.322|0.016|0.104|0.072|0.018|0.038|0.103|0.124|0.104|0.103|0.044|0.096|0.148|0.044|0.165|0.116|0.037,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
359,0.051|0.089|0.028|0.041|0.075|0.099|0.023|0.049|0.242|0.299|0.13|0.052|0.277|0.064|0.336|0.033|0.03|0.048|0.021|0.01|0.023|0.008|0.059|0.012|0.112|0.094|0.109|0.023|0.042|0.108|0.024|0.083|0.015|0.014,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
360,0.309|0.468|0.036|0.039|0.021|0.039|0.054|0.089|0.312|0.138|0.054|0.012|0.174|0.044|0.366|0.046|0.052|0.29|0.014|0.012|0.037|0.023|0.032|0.026|0.121|0.036|0.023|0.083|0.162|0.169|0.046|0.369|0.025|0.022,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
361,0.205|0.232|0.027|0.067|0.689|0.044|0.048|0.152|0.447|0.123|0.042|0.017|0.195|0.385|0.321|0.051|0.064|0.553|0.014|0.026|0.032|0.017|0.032|0.024|0.063|0.03|0.055|0.053|0.077|0.243|0.043|0.174|0.033|0.016,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
362,0.515|0.979|0.614|0.046|0.037|0.078|0.031|0.438|0.058|0.338|0.034|0.028|0.173|0.366|0.773|0.127|0.046|0.297|0.111|0.034|0.02|0.039|0.217|0.069|0.111|0.026|0.098|0.034|0.065|0.2|0.028|0.069|0.021|0.014,0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
363,0.033|0.079|0.019|0.042|0.027|0.136|0.039|0.13|0.027|0.166|0.08|0.962|0.148|0.008|0.103|0.029|0.027|0.06|0.019|0.586|0.023|0.009|0.021|0.04|0.128|0.083|0.126|0.016|0.037|0.07|0.019|0.11|0.051|0.009,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
364,0.362|0.613|0.988|0.055|0.087|0.065|0.053|0.789|0.291|0.734|0.066|0.028|0.562|0.847|0.711|0.119|0.038|0.466|0.208|0.144|0.034|0.02|0.789|0.062|0.099|0.029|0.25|0.028|0.16|0.15|0.042|0.212|0.134|0.025,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0
365,0.16|0.39|0.042|0.063|0.183|0.042|0.076|0.054|0.076|0.194|0.048|0.039|0.237|0.097|0.311|0.066|0.067|0.085|0.021|0.106|0.035|0.029|0.097|0.03|0.185|0.228|0.13|0.036|0.122|0.211|0.039|0.066|0.027|0.151,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
